license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown
http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed in accordance with the Creative
Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to
distribute, remix, adapt, build upon this work non-commercially, and license their
derivative works on different terms, provided the original work is properly cited
and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
