collection,journal,pmcid,no_pmid,%
Elsevier,Quality Control and Evaluation of Herbal Drugs,1,1,100
Elsevier,Quorum Sensing,1,1,100
Elsevier,Rabbit Feeding and Nutrition,1,1,100
Elsevier,Radicals for Life,1,1,100
Elsevier,Radiography (Lond),47,1,2.1
Elsevier,Radiol Clin North Am,4,1,25
Elsevier,Rapid Virus Diagnosis,1,1,100
Elsevier,Real World Drug Discovery,1,1,100
Elsevier,Recent Advances in Cancer Research and Therapy,1,1,100
Elsevier,Recent Advances in Natural Products Analysis,1,1,100
Elsevier,Reciprocal Translation Between Pathophysiology and Practice in Health and Disease,1,1,100
Elsevier,Red Panda,1,1,100
Elsevier,Redefining Capitalism in Global Economic Development,1,1,100
Elsevier,Reisemedizin,1,1,100
Elsevier,Remington,1,1,100
Elsevier,Renewable-Energy-Driven Future,1,1,100
Elsevier,Reproductive Technologies in Animals,1,1,100
Elsevier,Reptile Medicine and Surgery,1,1,100
Elsevier,Res Policy,7,1,14.3
Elsevier,Res Social Adm Pharm,85,1,1.2
Elsevier,Res Virol,11,1,9.1
Elsevier,Research Regulatory Compliance,1,1,100
Elsevier,Resort Destinations,1,1,100
Elsevier,Respir Med,142,1,0.7
Elsevier,Respiratory Physiotherapy,1,1,100
Elsevier,Retina,2,1,50
Elsevier,Reumatol Clin (Engl Ed),11,1,9.1
Elsevier,Rev Chil Pediatr,1,1,100
Elsevier,Rev Esp Cardiol,101,1,1
Elsevier,Rev Esp Cir Ortop Traumatol,14,1,7.1
Elsevier,Rev Esp Geriatr Gerontol,43,1,2.3
Elsevier,Rev Fr Allergol,1,1,100
Elsevier,Rev Gastroenterol Mex,10,1,10
Elsevier,"Risk Adjustment, Risk Sharing and Premium Regulation in Health Insurance Markets",1,1,100
Elsevier,Robbins y Cotran. Atlas de Anatomía patológica,1,1,100
Elsevier,Rodak's Hematology,1,1,100
Elsevier,School Security,1,1,100
Elsevier,Sci Comput Program,1,1,100
Elsevier,Sci Justice,3,1,33.3
Elsevier,Science for Policy Handbook,1,1,100
Elsevier,Security Operations Management,1,1,100
Elsevier,Segmented Negative Strand Viruses,1,1,100
Elsevier,Semantics in Business Systems,1,1,100
Elsevier,Semergen,74,1,1.4
Elsevier,Semin Anesth,1,1,100
Elsevier,Semin Colon Rectal Surg,3,1,33.3
Elsevier,Semin Perinatol,31,1,3.2
Elsevier,Semin Vasc Surg,18,1,5.6
Elsevier,Sens Biosensing Res,4,1,25
Elsevier,Sheehy. Manual de urgencia de enfermería,1,1,100
Elsevier,Sheep & Goat Medicine,1,1,100
Elsevier,Sheep and Goat Medicine,1,1,100
Elsevier,Shellfish Safety and Quality,1,1,100
Elsevier,Signal Transduction During Biomembrane Fusion,1,1,100
Elsevier,Sleep Med Clin,9,1,11.1
Elsevier,Slow Cities,1,1,100
Elsevier,Small Animal Cardiology,1,1,100
Elsevier,Small Animal Ophthalmology Secrets,1,1,100
Elsevier,Small Rumin Res,13,1,7.7
Elsevier,Snow Leopards,1,1,100
Elsevier,Social Network Analytics,1,1,100
Elsevier,Solutions to Environmental Problems Involving Nanotechnology and Enzyme Technology,1,1,100
Elsevier,Spat Spatiotemporal Epidemiol,24,1,4.2
Elsevier,Special Care in Dentistry,1,1,100
Elsevier,Specialty Imaging: HRCT of the Lung,1,1,100
Elsevier,Spine J,6,1,16.7
Elsevier,Sports Medicine,1,1,100
Elsevier,Staphylococcus aureus,1,1,100
Elsevier,Sterilisation of Tissues Using Ionising Radiations,1,1,100
Elsevier,Straight Through Processing for Financial Services,1,1,100
Elsevier,Strategic Management for Hospitality and Tourism,1,1,100
Elsevier,Structural Resilience in Sewer Reconstruction,1,1,100
Elsevier,Stud Hist Philos Sci,1,1,100
Elsevier,Studies on Hepatitis Viruses,1,1,100
Elsevier,Subviral Pathogens of Plants and Animals: Viroids and Prions,1,1,100
Elsevier,Success Strategies for Women in Science,1,1,100
Elsevier,Surface Modification of Textiles,1,1,100
Elsevier,"Surgical Pathology of the GI Tract, Liver, Biliary Tract, and Pancreas",1,1,100
Elsevier,Surv Ophthalmol,7,1,14.3
Elsevier,Synthesis of Best-Seller Drugs,1,1,100
Elsevier,"Synthesis, Modelling and Characterization of 2D Materials and their Heterostructures",1,1,100
Elsevier,T–Cell Activation in Health and Disease,1,1,100
Elsevier,"Taybi and Lachman's Radiology of Syndromes, Metabolic Disorders and Skeletal Dysplasias",1,1,100
Elsevier,Tech Innov Gastrointest Endosc,16,1,6.2
Elsevier,"Technology, Change and the Academic Library",1,1,100
Elsevier,Técnicas y Métodos de Laboratorio Clínico,1,1,100
Elsevier,Télémédecine et Télésoin,1,1,100
Elsevier,Telemedicine Technologies,1,1,100
Elsevier,Tetrahedron,30,1,3.3
Elsevier,Textbook of Clinical Neurology,1,1,100
Elsevier,Textbook of Veterinary Diagnostic Radiology,1,1,100
Elsevier,Textiles for Hygiene and Infection Control,1,1,100
Elsevier,Textiles for Protection,1,1,100
Elsevier,The Actions and Uses of Ophthalmic Drugs,1,1,100
Elsevier,The Adhesion Molecule FactsBook,1,1,100
Elsevier,The Antigens,1,1,100
Elsevier,The Biology and Identification of the Coccidia (Apicomplexa) of Carnivores of the World,1,1,100
Elsevier,The Biology of Human Longevity,1,1,100
Elsevier,The Bowhead Whale,1,1,100
Elsevier,The Business of Resort Management,1,1,100
Elsevier,The Clinician's Handbook of Natural Medicine,1,1,100
Elsevier,The Cloud Security Ecosystem,1,1,100
Elsevier,The Code Stroke Handbook,1,1,100
Elsevier,The Dog Breeder's Guide to Successful Breeding and Health Management,1,1,100
Elsevier,The Effect of Sterilization on Plastics and Elastomers,1,1,100
Elsevier,The Exposome,1,1,100
Elsevier,The Fundamentals and Applications of Light-Emitting Diodes,1,1,100
Elsevier,The Future of Chinese Manufacturing,1,1,100
Elsevier,The Future of Drug Discovery,1,1,100
Elsevier,The Great Tree of Life,1,1,100
Elsevier,The Health of Populations,1,1,100
Elsevier,The Immune Response,1,1,100
Elsevier,The Immune System and Mental Health,1,1,100
Elsevier,The Kinin System,1,1,100
Elsevier,The Leucocyte Antigen FactsBook,1,1,100
Elsevier,The Manual of Australian Agriculture,1,1,100
Elsevier,The Manual of Scientific Style,1,1,100
Elsevier,The Mediterranean Diet,1,1,100
Elsevier,The Microbiota in Gastrointestinal Pathophysiology,1,1,100
Elsevier,The Molecular Biology of Neurological Disease,1,1,100
Elsevier,The Multi-Dimensions of Industrial Relations in the Asian Knowledge-Based Economies,1,1,100
Elsevier,The Natural Anti-Gal Antibody As Foe Turned Friend In Medicine,1,1,100
Elsevier,The Nature of Depression,1,1,100
Elsevier,The Nonhuman Primate in Nonclinical Drug Development and Safety Assessment,1,1,100
Elsevier,The Norovirus,1,1,100
Elsevier,The Offshore Pipeline Construction Industry,1,1,100
Elsevier,"The One-China Policy: State, Sovereignty, and Taiwan's International Legal Status",1,1,100
Elsevier,The Rapidly Transforming Chinese High-Technology Industry and Market,1,1,100
Elsevier,The Recombination of Genetic Material,1,1,100
Elsevier,The Respiratory System,1,1,100
Elsevier,The Smart Card Report,1,1,100
Elsevier,The Theory of Endobiogeny,1,1,100
Elsevier,The Use of Mass Spectrometry Technology (MALDI-TOF) in Clinical Microbiology,1,1,100
Elsevier,Theory and Applications of Nonparenteral Nanomedicines,1,1,100
Elsevier,Therapie,42,1,2.4
Elsevier,Therapie in der Kinder- und Jugendmedizin,1,1,100
Elsevier,Therapy in Nephrology & Hypertension,1,1,100
Elsevier,Thoracic Radiology,1,1,100
Elsevier,Tip Growth In Plant and Fungal Cells,1,1,100
Elsevier,"Tissue Barriers in Disease, Injury and Regeneration",1,1,100
Elsevier,Tissue Culture,1,1,100
Elsevier,Total Supply Chain Management,1,1,100
Elsevier,Tourism Security,1,1,100
Elsevier,Toxicology,8,1,12.5
Elsevier,Trans R Soc Trop Med Hyg,11,1,9.1
Elsevier,Transfus Clin Biol,60,1,1.7
Elsevier,Transfusion Medicine and Hemostasis,1,1,100
Elsevier,Translational Neuroimmunology in Multiple Sclerosis,1,1,100
Elsevier,Transplant Proc,73,1,1.4
Elsevier,Transplantation of the Liver,1,1,100
Elsevier,Transport Nodal System,1,1,100
Elsevier,Transportation and Public Health,1,1,100
Elsevier,Treatise on Estuarine and Coastal Science,1,1,100
Elsevier,Treatise on Water Science,1,1,100
Elsevier,Trends Food Sci Technol,37,1,2.7
Elsevier,Trends Immunol,55,1,1.8
Elsevier,Trends of Environmental Forensics in Pakistan,1,1,100
Elsevier,Trends Parasitol,36,1,2.8
Elsevier,Tuberculosis,1,1,100
Elsevier,Ultrananocrystalline Diamond,1,1,100
Elsevier,Ultrasound Med Biol,23,1,4.3
Elsevier,Understanding Immunology,1,1,100
Elsevier,Understanding Pulmonary Pathology,1,1,100
Elsevier,Understanding the Basics of QSAR for Applications in Pharmaceutical Sciences and Risk Assessment,1,1,100
Elsevier,Universes in Delicate Balance,1,1,100
Elsevier,Urologic Surgical Pathology,1,1,100
Elsevier,Usability in Government Systems,1,1,100
Elsevier,Vascul Pharmacol,15,1,6.7
Elsevier,Vet Anaesth Analg,3,1,33.3
Elsevier,Veterinary Diagnostic Imaging: The Dog and Cat,1,1,100
Elsevier,Veterinary Epidemiology,1,1,100
Elsevier,Veterinary Hematology,1,1,100
Elsevier,Veterinary Herbal Medicine,1,1,100
Elsevier,Veterinary Neuroanatomy and Clinical Neurology,1,1,100
Elsevier,Veterinary Ocular Emergencies,1,1,100
Elsevier,Veterinary Ocular Pathology,1,1,100
Elsevier,Veterinary Reproduction and Obstetrics,1,1,100
Elsevier,Viral Gastroenteritis,1,1,100
Elsevier,Viral Insecticides for Biological Control,1,1,100
Elsevier,"Viruses, Evolution and Cancer Basic Considerations",1,1,100
Elsevier,Vis J Emerg Med,33,1,3
Elsevier,Waste Manag,18,1,5.6
Elsevier,Withrow & MacEwen's Small Animal Clinical Oncology,1,1,100
Elsevier,Women Birth,27,1,3.7
Elsevier,World Allergy Organ J,28,1,3.6
Elsevier,Xenobiotics and Inflammation,1,1,100
Elsevier,Z Med Phys,2,1,50
Elsevier,Zika and Other Neglected and Emerging Flaviviruses,1,1,100
Elsevier,Zoonotic Viruses in Northern Eurasia,1,1,100
IEEE,IEEE Trans Med Imaging,5,1,20
IOP,J Phys Condens Matter,18,1,5.6
Karger,Glomerular Dis,1,1,100
Oxford University Press,Aesthet Surg J Open Forum,7,1,14.3
Oxford University Press,Am J Clin Nutr,22,1,4.5
Oxford University Press,Anim Front,16,1,6.2
Oxford University Press,Antib Ther,17,1,5.9
Oxford University Press,Brain,28,1,3.6
Oxford University Press,Brief Bioinform,129,1,0.8
Oxford University Press,Econ J (London),1,1,100
Oxford University Press,Environ Hist Durh N C,3,1,33.3
Oxford University Press,Eur Heart J Open,1,1,100
Oxford University Press,FEMS Microbiol Ecol,1,1,100
Oxford University Press,Gigascience,5,1,20
Oxford University Press,Glycobiology,34,1,2.9
Oxford University Press,Hist Res,1,1,100
Oxford University Press,Hist Workshop J,1,1,100
Oxford University Press,IMA J Manag Math,1,1,100
Oxford University Press,Int Immunol,31,1,3.2
Oxford University Press,Int J Const Law,2,1,50
Oxford University Press,J Am Acad Relig,2,1,50
Oxford University Press,J Antimicrob Chemother,101,1,1
Oxford University Press,J Electron Microsc (Tokyo),5,1,20
Oxford University Press,J Hered,4,1,25
Oxford University Press,J Hist Med Allied Sci,5,1,20
Oxford University Press,J Law Biosci,54,1,1.9
Oxford University Press,J Med Entomol,13,1,7.7
Oxford University Press,J Neuropathol Exp Neurol,10,1,10
Oxford University Press,J Public Adm Res Theory,1,1,100
Oxford University Press,J Public Health Med,2,1,50
Oxford University Press,J Surv Stat Methodol,1,1,100
Oxford University Press,J Travel Med,238,1,0.4
Oxford University Press,Migr Stud,1,1,100
Oxford University Press,Mil Med,114,1,0.9
Oxford University Press,Mod Jud,1,1,100
Oxford University Press,Mol Biol Evol,56,1,1.8
Oxford University Press,Neurooncol Adv,5,1,20
Oxford University Press,Opera Q,1,1,100
Oxford University Press,Oxf Econ Pap,1,1,100
Oxford University Press,Oxf J Leg Stud,1,1,100
Oxford University Press,Public Opin Q,1,1,100
Oxford University Press,Q Open,1,1,100
Oxford University Press,Schizophr Bull Open,1,1,100
Oxford University Press,Soc Polit,1,1,100
Oxford University Press,Soc Probl,1,1,100
Oxford University Press,Transl Anim Sci,17,1,5.9
Sage,Adm Sci Q,1,1,100
Sage,Appl Biosaf,2,1,50
Sage,Br J Vis Impair,1,1,100
Sage,Clin Case Stud,1,1,100
Sage,Crim Justice Rev,1,1,100
Sage,Crime Media Cult,1,1,100
Sage,Curr Sociol,1,1,100
Sage,Dialogues Hum Geogr,1,1,100
Sage,Environ Plan A,1,1,100
Sage,Eur J Cult Stud,1,1,100
Sage,Eur J Womens Stud,1,1,100
Sage,Evaluation (Lond),1,1,100
Sage,Fam J Alex Va,1,1,100
Sage,Hosp Pharm,1,1,100
Sage,Illn Crises Loss,1,1,100
Sage,Imagin Cogn Pers,1,1,100
Sage,Int J High Perform Comput Appl,1,1,100
Sage,Int J Press Polit,1,1,100
Sage,Int Sociol,1,1,100
Sage,J Appl Behav Sci,1,1,100
Sage,J Appl Soc Sci (Boulder),1,1,100
Sage,J Clin Urol,1,1,100
Sage,J Educ (Boston),1,1,100
Sage,J Fam Issues,1,1,100
Sage,J Hispanic High Educ,1,1,100
Sage,J Indian Orthod Soc,12,1,8.3
Sage,J Inf Sci,1,1,100
Sage,J Lang Soc Psychol,1,1,100
Sage,J Soc Pers Relat,1,1,100
Sage,J Vis Impair Blind,1,1,100
Sage,Journal Mass Commun Q,1,1,100
Sage,Lit Research,1,1,100
Sage,Qual Soc Work,57,1,1.8
Sage,Res Ethics,1,1,100
Sage,Sci Technol Human Values,1,1,100
Sage,Soc Sci Comput Rev,1,1,100
Sage,Sociol Perspect,1,1,100
Sage,Teach Sociol,4,1,25
Sage,Urban Stud,1,1,100
Sage,World Futures Rev,1,1,100
Springer Nature,13th International Conference on Theory and Application of Fuzzy Systems and Soft Computing — ICAFS-2018,1,1,100
Springer Nature,"2011 International Conference in Electrics, Communication and Automatic Control Proceedings",1,1,100
Springer Nature,3D Immersive and Interactive Learning,1,1,100
Springer Nature,4th European Conference of the International Federation for Medical and Biological Engineering,1,1,100
Springer Nature,50 Schlüsselideen der Zukunft,1,1,100
Springer Nature,7th Asian-Pacific Conference on Medical and Biological Engineering,1,1,100
Springer Nature,A Clinical Guide to Occupational and Environmental Lung Diseases,1,1,100
Springer Nature,A Day-by-Day Chronicle of the 2013-2016 Ebola Outbreak,1,1,100
Springer Nature,A Guide to Computer Network Security,1,1,100
Springer Nature,A History of Health & Fitness: Implications for Policy Today,1,1,100
Springer Nature,A History of Organizational Change,1,1,100
Springer Nature,A History of the Personal Social Services in England,1,1,100
Springer Nature,A Legal Analysis of the Belt and Road Initiative,1,1,100
Springer Nature,A Practical Guide to Drug Development in Academia,1,1,100
Springer Nature,A Practical Guide to Using Glycomics Databases,1,1,100
Springer Nature,A Shift in the Security Paradigm,1,1,100
Springer Nature,Abdominal Solid Organ Transplantation,1,1,100
Springer Nature,Abrechnung IGeL 2014,1,1,100
Springer Nature,Absolute Obstetric Anesthesia Review,1,1,100
Springer Nature,Academic Literacy Development,1,1,100
Springer Nature,Acta Neuropathol,38,1,2.6
Springer Nature,Acute Leukemias,1,1,100
Springer Nature,Acute Nephrology for the Critical Care Physician,1,1,100
Springer Nature,Adaptation and Mitigation Strategies for Climate Change,1,1,100
Springer Nature,Adaptation Considered as a Collaborative Art,1,1,100
Springer Nature,"Adaptations of Coastal Cities to Global Warming, Sea Level Rise, Climate Change and Endemic Hazards",1,1,100
Springer Nature,Addressing Global Challenges and Quality Education,1,1,100
Springer Nature,Adenovirus Methods and Protocols,2,1,50
Springer Nature,Adult Vaccinations,1,1,100
Springer Nature,Adv Rheumatol,7,1,14.3
Springer Nature,Adv Simul (Lond),26,1,3.8
Springer Nature,Advanced Bioimaging Technologies in Assessment of the Quality of Bone and Scaffold Materials,1,1,100
Springer Nature,Advanced Data Mining and Applications,1,1,100
Springer Nature,Advanced Information Networking and Applications,1,1,100
Springer Nature,Advanced Intelligent Computing Theories and Applications. With Aspects of Theoretical and Methodological Issues,1,1,100
Springer Nature,Advanced Methods in Structural Biology,1,1,100
Springer Nature,Advanced Monitoring and Numerical Analysis of Coastal Water and Urban Air Environment,1,1,100
Springer Nature,Advanced Nanostructured Materials for Environmental Remediation,1,1,100
Springer Nature,Advanced Photonic Structures for Biological and Chemical Detection,1,1,100
Springer Nature,Advanced Physicochemical Treatment Processes,1,1,100
Springer Nature,"Advanced Technologies, Systems, and Applications II",1,1,100
Springer Nature,Advanced Trauma and Surgery,1,1,100
Springer Nature,Advances in Animal Biotechnology and its Applications,1,1,100
Springer Nature,Advances in Biomaterials for Biomedical Applications,1,1,100
Springer Nature,Advances in Computational Intelligence,1,1,100
Springer Nature,"Advances in Computational Science, Engineering and Information Technology",1,1,100
Springer Nature,"Advances in Computer Science, Environment, Ecoinformatics, and Education",1,1,100
Springer Nature,"Advances in Creativity, Innovation, Entrepreneurship and Communication of Design",1,1,100
Springer Nature,Advances in Crowdfunding,1,1,100
Springer Nature,Advances in Cryptology – EUROCRYPT 2020,1,1,100
Springer Nature,Advances in Data and Web Management,1,1,100
Springer Nature,"Advances in Data Science, Cyber Security and IT Applications",1,1,100
Springer Nature,"Advances in Databases: Concepts, Systems and Applications",1,1,100
Springer Nature,Advances in Electromagnetic Fields in Living Systems,1,1,100
Springer Nature,Advances in Fluid and Thermal Engineering,1,1,100
Springer Nature,Advances in Human Factors and Systems Interaction,1,1,100
Springer Nature,"Advances in Human Factors in Robots, Drones and Unmanned Systems",1,1,100
Springer Nature,Advances in Information and Computer Security,1,1,100
Springer Nature,Advances in Intelligent Systems and Interactive Applications,1,1,100
Springer Nature,Advances in Membrane Proteins,1,1,100
Springer Nature,"Advances in Multimedia, Software Engineering and Computing Vol.2",1,1,100
Springer Nature,Advances in Photocatalytic Disinfection,1,1,100
Springer Nature,Advances in Plant Transgenics: Methods and Applications,1,1,100
Springer Nature,Advances in Quantitative Ethnography,1,1,100
Springer Nature,Advances in Safety Management and Human Performance,1,1,100
Springer Nature,Advances in Signal Processing and Intelligent Recognition Systems,1,1,100
Springer Nature,Advances in Social Computing,1,1,100
Springer Nature,Advances in Tourism Economics,1,1,100
Springer Nature,Advances in Understanding Kingella kingae,1,1,100
Springer Nature,Advances in Visual Computing,1,1,100
Springer Nature,Advances in Web Based Learning – ICWL 2007,1,1,100
Springer Nature,Adventure Diffusion,1,1,100
Springer Nature,Adventure Tourism,1,1,100
Springer Nature,Aeromedical Evacuation,1,1,100
Springer Nature,Afr Archaeol Rev,11,1,9.1
Springer Nature,African Ecology,1,1,100
Springer Nature,After the Crash,1,1,100
Springer Nature,Agent-Based Models of Geographical Systems,1,1,100
Springer Nature,Agent-Based Simulation: From Modeling Methodologies to Real-World Applications,1,1,100
Springer Nature,Agent and Multi-Agent Systems: Technologies and Applications,1,1,100
Springer Nature,Agent and Multi-Agent Systems: Technology and Applications,1,1,100
Springer Nature,Agents and Multi-agent Systems: Technologies and Applications 2019,1,1,100
Springer Nature,Agiles Lernen im Unternehmen,1,1,100
Springer Nature,Aging and Lung Disease,1,1,100
Springer Nature,Agric Human Values,107,1,0.9
Springer Nature,Agricultural Science & Technology in China: A Roadmap to 2050,1,1,100
Springer Nature,Agriculture as a Metaphor for Creativity in All Human Endeavors,1,1,100
Springer Nature,AI 2020: Advances in Artificial Intelligence,1,1,100
Springer Nature,AI Soc,49,1,2
Springer Nature,Air Navigation Law,1,1,100
Springer Nature,Air Purifier,1,1,100
Springer Nature,Akutes Abdomen,1,1,100
Springer Nature,Alcohol and Cancer,1,1,100
Springer Nature,"Alcohol, Nutrition, and Health Consequences",1,1,100
Springer Nature,ALERT • Adverse Late Effects of Cancer Treatment,1,1,100
Springer Nature,Algal Biorefinery: An Integrated Approach,1,1,100
Springer Nature,Algorithms and Applications,1,1,100
Springer Nature,Algorithms and Architectures for Parallel Processing,1,1,100
Springer Nature,Allergo J Int,18,1,5.6
Springer Nature,Allergy and Asthma,1,1,100
